title	year	value	canton	file_year
Small right-wing parties	2011	–	Zug	2014
Residents	2012	1,408,575	Zurich	2014
Population density per km²	2012	848.0	Zurich	2014
Change in %	2010-2012	2.6	Zurich	2014
Through migration	2010-2012	1.4	Zurich	2014
Through natural increase	2010-2012	0.8	Zurich	2014
Foreign nationals in %	2012	24.9	Zurich	2014
0-19 years	2012	19.6	Zurich	2014
20-64 years	2012	63.8	Zurich	2014
65 years or over	2012	16.6	Zurich	2014
Urban population in %	2012	95.1	Zurich	2014
Private households in persons	2011	652,000	Zurich	2014
Size of households	2011	2.1	Zurich	2014
German	2012	83.9	Zurich	2014
French	2012	3.2	Zurich	2014
Italian	2012	5.8	Zurich	2014
Romansh	2012	0.3	Zurich	2014
English	2012	6.4	Zurich	2014
Roman Catholic	2012	27.4	Zurich	2014
Protestant Reformed	2012	32.1	Zurich	2014
No affiliation	2012	24.2	Zurich	2014
Total surface area in km²	2004/09	1,728.9	Zurich	2014
Settlement and urban area in %	2004/09	21.9	Zurich	2014
Agricultural area in %	2004/09	41.7	Zurich	2014
Wooded area in %	2004/09	30.4	Zurich	2014
Unproductive area in %	2004/09	6.1	Zurich	2014
Net activity rate (15-64 years) in %	2012	82.5	Zurich	2014
Unemployment rate in % (according to SECO)	2013	3.20	Zurich	2014
Gross domestic product per capita in Swiss francs	2011	92,553	Zurich	2014
Change of gross domestic product in %	2010-2011	1.3	Zurich	2014
Employed total	2011	955,859	Zurich	2014
Primary sector	2011	12,237	Zurich	2014
Secondary sector	2011	146,495	Zurich	2014
Tertiary sector	2011	797,127	Zurich	2014
Business establishments total	2011	107,793	Zurich	2014
Primary sector	2011	3,977	Zurich	2014
Secondary sector	2011	13,430	Zurich	2014
Tertiary sector	2011	90,386	Zurich	2014
Homeownership rate	2011	27.5	Zurich	2014
New housing units per 1000 residents	2012	5.4	Zurich	2014
Dwelling vacancy rate	2013	0.60	Zurich	2014
Passenger cars per 1000 inhabitants	2012	498	Zurich	2014
Public transportation	2012	38.8	Zurich	2014
Private motorised transport	2012	37.9	Zurich	2014
Social assistance rate	2012	3.2	Zurich	2014
Physicians in private practice per 100,000 inhabitants	2012	250	Zurich	2014
Hospital beds per 1000 inhabitants	2012	4.5	Zurich	2014
Hospitalisation rate per 1000 inhabitants	2012	170.4	Zurich	2014
Without post-compulsory education	2012	16.9	Zurich	2014
Upper secondary education	2012	45.2	Zurich	2014
Tertiary level	2012	36.4	Zurich	2014
FDP/PLR	2011	11.6	Zurich	2014
CVP	2011	5.0	Zurich	2014
SP	2011	19.3	Zurich	2014
SVP	2011	29.8	Zurich	2014
EVP/CSP	2011	3.2	Zurich	2014
GLP	2011	11.5	Zurich	2014
BDP	2011	5.3	Zurich	2014
PdA/Sol.	2011	0.2	Zurich	2014
GPS	2011	8.4	Zurich	2014
Small right-wing parties	2011	2.5	Zurich	2014
Residents	2012	8,039,060	Switzerland	2014
Population density per km²	2012	201.0	Switzerland	2014
Change in %	2010-2012	2.1	Switzerland	2014
Through migration	2010-2012	1.3	Switzerland	2014
Through natural increase	2010-2012	0.5	Switzerland	2014
Foreign nationals in %	2012	23.3	Switzerland	2014
0-19 years	2012	20.4	Switzerland	2014
20-64 years	2012	62.2	Switzerland	2014
65 years or over	2012	17.4	Switzerland	2014
Urban population in %	2012	73.7	Switzerland	2014
Private households in persons	2011	3,535,000	Switzerland	2014
Size of households	2011	2.2	Switzerland	2014
German	2012	64.9	Switzerland	2014
French	2012	22.6	Switzerland	2014
Italian	2012	8.3	Switzerland	2014
Romansh	2012	0.5	Switzerland	2014
English	2012	4.6	Switzerland	2014
Roman Catholic	2012	38.2	Switzerland	2014
Protestant Reformed	2012	26.9	Switzerland	2014
No affiliation	2012	21.4	Switzerland	2014
Total surface area in km²	2004/09	41,285.0	Switzerland	2014
Settlement and urban area in %	2004/09	7.5	Switzerland	2014
Agricultural area in %	2004/09	35.9	Switzerland	2014
Wooded area in %	2004/09	31.3	Switzerland	2014
Unproductive area in %	2004/09	25.3	Switzerland	2014
Net activity rate (15-64 years) in %	2012	80.2	Switzerland	2014
Unemployment rate in % (according to SECO)	2013	3.16	Switzerland	2014
Gross domestic product per capita in Swiss francs	2011	73,947	Switzerland	2014
Change of gross domestic product in %	2010-2011	1.8	Switzerland	2014
Employed total	2011	4,847,365	Switzerland	2014
Primary sector	2011	171,162	Switzerland	2014
Secondary sector	2011	1,082,549	Switzerland	2014
Tertiary sector	2011	3,593,653	Switzerland	2014
Business establishments total	2011	638,685	Switzerland	2014
Primary sector	2011	59,272	Switzerland	2014
Secondary sector	2011	94,836	Switzerland	2014
Tertiary sector	2011	484,577	Switzerland	2014
Homeownership rate	2011	36.8	Switzerland	2014
New housing units per 1000 residents	2012	5.6	Switzerland	2014
Dwelling vacancy rate	2013	0.96	Switzerland	2014
Passenger cars per 1000 inhabitants	2012	535	Switzerland	2014
Public transportation	2012	26.2	Switzerland	2014
Private motorised transport	2012	47.9	Switzerland	2014
Social assistance rate	2012	3.1	Switzerland	2014
Physicians in private practice per 100,000 inhabitants	2012	210	Switzerland	2014
Hospital beds per 1000 inhabitants	2012	4.8	Switzerland	2014
Hospitalisation rate per 1000 inhabitants	2012	169.4	Switzerland	2014
Without post-compulsory education	2012	22.0	Switzerland	2014
Upper secondary education	2012	46.6	Switzerland	2014
Tertiary level	2012	29.8	Switzerland	2014
FDP/PLR	2011	15.1	Switzerland	2014
CVP	2011	12.3	Switzerland	2014
SP	2011	18.7	Switzerland	2014
SVP	2011	26.6	Switzerland	2014
EVP/CSP	2011	2.3	Switzerland	2014
GLP	2011	5.4	Switzerland	2014
BDP	2011	5.4	Switzerland	2014
PdA/Sol.	2011	0.9	Switzerland	2014
GPS	2011	8.4	Switzerland	2014
Small right-wing parties	2011	2.7	Switzerland	2014
Residents	2013	636,362	Aargau	2015
Change in %	2010-2013	4.1	Aargau	2015
Population density per km²	2013	456.1	Aargau	2015
0-19 years	2013	20.5	Aargau	2015
20-64 years	2013	63.1	Aargau	2015
65 years or over	2013	16.4	Aargau	2015
Urban population in %	2013	66.0	Aargau	2015
Foreign nationals in %	2013	23.3	Aargau	2015
Crude marriage rate	2013	4.9	Aargau	2015
Crude divorce rate	2013	1.9	Aargau	2015
Crude birth rate	2013	10.2	Aargau	2015
Crude mortality rate	2013	7.2	Aargau	2015
Private households	2013	270,762	Aargau	2015
Size of households in persons	2013	2.3	Aargau	2015
German	2012	88.5	Aargau	2015
French	2012	2.0	Aargau	2015
Italian	2012	5.2	Aargau	2015
Romansh	2012	–	Aargau	2015
English	2012	3.5	Aargau	2015
Roman Catholic	2012	34.9	Aargau	2015
Protestant Reformed	2012	27.5	Aargau	2015
No affiliation	2012	22.6	Aargau	2015
Total surface area in km²	2004/09	1,403.8	Aargau	2015
Settlement and urban area in %	2004/09	17.0	Aargau	2015
Agricultural area in %	2004/09	44.1	Aargau	2015
Wooded area in %	2004/09	36.4	Aargau	2015
Unproductive area in %	2004/09	2.6	Aargau	2015
Net activity rate (15-64 years)	2012	81.4	Aargau	2015
Unemployment rate (according to SECO)	2014	2.90	Aargau	2015
Gross domestic product per capita in Swiss francs	2011	65,174	Aargau	2015
Change in %	2010-2011	1.9	Aargau	2015
Employed total	2012	322,176	Aargau	2015
Primary sector	2012	10,571	Aargau	2015
Secondary sector	2012	96,560	Aargau	2015
Tertiary sector	2012	215,045	Aargau	2015
Business establishments total	2012	43,490	Aargau	2015
Primary sector	2012	3,643	Aargau	2015
Secondary sector	2012	7,352	Aargau	2015
Tertiary sector	2012	32,495	Aargau	2015
in %	2013	7.5	Aargau	2015
Utilised agricultural area per farm in ha	2013	17.5	Aargau	2015
Dwelling vacancy rate	2014	1.67	Aargau	2015
Homeownership rate	2012	49.2	Aargau	2015
Average per capita living space in m²	2012	49.0	Aargau	2015
New housing units per 1000 residents	2012	7.3	Aargau	2015
Arrivals in hotels and spas	2013	316,801	Aargau	2015
Overnight stays in hotels and spas	2013	698,621	Aargau	2015
Passenger cars per 1000 inhabitants	2013	581	Aargau	2015
Public transportation	2012	22.2	Aargau	2015
Private motorised transport	2012	55.5	Aargau	2015
Social assistance rate	2013	2.0	Aargau	2015
Physicians in private practice per 100,000 inhabitants	2013	162	Aargau	2015
Hospital beds per 1000 inhabitants	2012	4.6	Aargau	2015
Hospitalisation rate in intensive care (per 1000 inhabitants)	2012	119.8	Aargau	2015
Average length of stay in intensive care (days)	2012	5.5	Aargau	2015
Without post-compulsory education	2012	19.6	Aargau	2015
Upper secondary education	2012	51.4	Aargau	2015
Tertiary level	2012	27.5	Aargau	2015
Graduation rate in higher education institutions	2013	21.2	Aargau	2015
FDP/PLR	2011	11.5	Aargau	2015
CVP	2011	10.6	Aargau	2015
SP	2011	18.0	Aargau	2015
SVP	2011	34.8	Aargau	2015
EVP/CSP	2011	3.2	Aargau	2015
GLP	2011	5.7	Aargau	2015
BDP	2011	6.1	Aargau	2015
PdA/Sol.	2011	–	Aargau	2015
GPS	2011	7.3	Aargau	2015
Small right-wing parties	2011	1.6	Aargau	2015
under the Swiss Criminal Code	2013	54.7	Aargau	2015
under the Narcotics Act (NarcA)	2013	7.6	Aargau	2015
under the Foreign Nationals Act (FNA)	2013	4.0	Aargau	2015
Residents	2013	53,691	Appenzell	2015
Change in %	2010-2013	1.3	Appenzell	2015
Population density per km²	2013	221.1	Appenzell	2015
0-19 years	2013	20.6	Appenzell	2015
20-64 years	2013	61.0	Appenzell	2015
65 years or over	2013	18.3	Appenzell	2015
Urban population in %	2013	53.2	Appenzell	2015
Foreign nationals in %	2013	15.0	Appenzell	2015
Crude marriage rate	2013	4.2	Appenzell	2015
Crude divorce rate	2013	2.2	Appenzell	2015
Crude birth rate	2013	9.3	Appenzell	2015
Crude mortality rate	2013	9.6	Appenzell	2015
Private households	2013	22,537	Appenzell	2015
Size of households in persons	2013	2.3	Appenzell	2015
German	2012	92.2	Appenzell	2015
French	2012	–	Appenzell	2015
Italian	2012	–	Appenzell	2015
Romansh	2012	–	Appenzell	2015
English	2012	–	Appenzell	2015
Roman Catholic	2012	31.4	Appenzell	2015
Protestant Reformed	2012	40.3	Appenzell	2015
No affiliation	2012	16.2	Appenzell	2015
Total surface area in km²	2004/09	242.9	Appenzell	2015
Settlement and urban area in %	2004/09	9.2	Appenzell	2015
Agricultural area in %	2004/09	54.8	Appenzell	2015
Wooded area in %	2004/09	34.5	Appenzell	2015
Unproductive area in %	2004/09	1.5	Appenzell	2015
Net activity rate (15-64 years)	2012	83.0	Appenzell	2015
Unemployment rate (according to SECO)	2014	1.81	Appenzell	2015
Gross domestic product per capita in Swiss francs	2011	49,329	Appenzell	2015
Change in %	2010-2011	2.7	Appenzell	2015
Employed total	2012	25,541	Appenzell	2015
Primary sector	2012	1,728	Appenzell	2015
Secondary sector	2012	7,455	Appenzell	2015
Tertiary sector	2012	16,358	Appenzell	2015
Business establishments total	2012	5,030	Appenzell	2015
Primary sector	2012	758	Appenzell	2015
Secondary sector	2012	850	Appenzell	2015
Tertiary sector	2012	3,422	Appenzell	2015
in %	2013	18.4	Appenzell	2015
Utilised agricultural area per farm in ha	2013	15.9	Appenzell	2015
Dwelling vacancy rate	2014	1.81	Appenzell	2015
Homeownership rate	2012	45.6	Appenzell	2015
Average per capita living space in m²	2012	49.2	Appenzell	2015
New housing units per 1000 residents	2012	4.1	Appenzell	2015
Arrivals in hotels and spas	2013	60,911	Appenzell	2015
Overnight stays in hotels and spas	2013	123,831	Appenzell	2015
Passenger cars per 1000 inhabitants	2013	556	Appenzell	2015
Public transportation	2012	16.8	Appenzell	2015
Private motorised transport	2012	51.7	Appenzell	2015
Social assistance rate	2013	2.0	Appenzell	2015
Physicians in private practice per 100,000 inhabitants	2013	160	Appenzell	2015
Hospital beds per 1000 inhabitants	2012	9.3	Appenzell	2015
Hospitalisation rate in intensive care (per 1000 inhabitants)	2012	94.8	Appenzell	2015
Average length of stay in intensive care (days)	2012	5.3	Appenzell	2015
Without post-compulsory education	2012	23.3	Appenzell	2015
Upper secondary education	2012	51.9	Appenzell	2015
Tertiary level	2012	23.7	Appenzell	2015
Graduation rate in higher education institutions	2013	27.4	Appenzell	2015
FDP/PLR	2011	51.5	Appenzell	2015
CVP	2011	10.6	Appenzell	2015
SP	2011	–	Appenzell	2015
SVP	2011	30.5	Appenzell	2015
EVP/CSP	2011	–	Appenzell	2015
GLP	2011	–	Appenzell	2015
BDP	2011	–	Appenzell	2015
PdA/Sol.	2011	–	Appenzell	2015
GPS	2011	6.4	Appenzell	2015
Small right-wing parties	2011	–	Appenzell	2015
under the Swiss Criminal Code	2013	39.1	Appenzell	2015
under the Narcotics Act (NarcA)	2013	3.7	Appenzell	2015
under the Foreign Nationals Act (FNA)	2013	0.9	Appenzell	2015
Residents	2013	15,778	Appenzell	2015
Change in %	2010-2013	0.6	Appenzell	2015
Population density per km²	2013	91.5	Appenzell	2015
0-19 years	2013	22.9	Appenzell	2015
20-64 years	2013	59.3	Appenzell	2015
65 years or over	2013	17.8	Appenzell	2015
Urban population in %	2013	0.0	Appenzell	2015
Foreign nationals in %	2013	10.5	Appenzell	2015
Crude marriage rate	2013	4.5	Appenzell	2015
Crude divorce rate	2013	1.5	Appenzell	2015
Crude birth rate	2013	11.4	Appenzell	2015
Crude mortality rate	2013	8.8	Appenzell	2015
Private households	2013	6,093	Appenzell	2015
Size of households in persons	2013	2.5	Appenzell	2015
German	2012	95.1	Appenzell	2015
French	2012	–	Appenzell	2015
Italian	2012	–	Appenzell	2015
Romansh	2012	–	Appenzell	2015
English	2012	–	Appenzell	2015
Roman Catholic	2012	78.3	Appenzell	2015
Protestant Reformed	2012	–	Appenzell	2015
No affiliation	2012	–	Appenzell	2015
Total surface area in km²	2004/09	172.5	Appenzell	2015
Settlement and urban area in %	2004/09	4.7	Appenzell	2015
Agricultural area in %	2004/09	53.7	Appenzell	2015
Wooded area in %	2004/09	32.0	Appenzell	2015
Unproductive area in %	2004/09	9.6	Appenzell	2015
Net activity rate (15-64 years)	2012	82.0	Appenzell	2015
Unemployment rate (according to SECO)	2014	1.13	Appenzell	2015
Gross domestic product per capita in Swiss francs	2011	50,739	Appenzell	2015
Change in %	2010-2011	2.5	Appenzell	2015
Employed total	2012	8,382	Appenzell	2015
Primary sector	2012	1,088	Appenzell	2015
Secondary sector	2012	2,669	Appenzell	2015
Tertiary sector	2012	4,625	Appenzell	2015
Business establishments total	2012	1,846	Appenzell	2015
Primary sector	2012	522	Appenzell	2015
Secondary sector	2012	302	Appenzell	2015
Tertiary sector	2012	1,022	Appenzell	2015
in %	2013	5.1	Appenzell	2015
Utilised agricultural area per farm in ha	2013	14.4	Appenzell	2015
Dwelling vacancy rate	2014	1.12	Appenzell	2015
Homeownership rate	2012	52.8	Appenzell	2015
Average per capita living space in m²	2012	45.1	Appenzell	2015
New housing units per 1000 residents	2012	4.9	Appenzell	2015
Arrivals in hotels and spas	2013	91,190	Appenzell	2015
Overnight stays in hotels and spas	2013	160,101	Appenzell	2015
Passenger cars per 1000 inhabitants	2013	560	Appenzell	2015
Public transportation	2012	–	Appenzell	2015
Private motorised transport	2012	61.3	Appenzell	2015
Social assistance rate	2013	1.1	Appenzell	2015
Physicians in private practice per 100,000 inhabitants	2013	108	Appenzell	2015
Hospital beds per 1000 inhabitants	2012	2.9	Appenzell	2015
Hospitalisation rate in intensive care (per 1000 inhabitants)	2012	53.4	Appenzell	2015
Average length of stay in intensive care (days)	2012	5.8	Appenzell	2015
Without post-compulsory education	2012	–	Appenzell	2015
Upper secondary education	2012	56.9	Appenzell	2015
Tertiary level	2012	–	Appenzell	2015
Graduation rate in higher education institutions	2013	22.0	Appenzell	2015
FDP/PLR	2011	–	Appenzell	2015
CVP	2011	76.1	Appenzell	2015
SP	2011	20.3	Appenzell	2015
SVP	2011	–	Appenzell	2015
EVP/CSP	2011	–	Appenzell	2015
GLP	2011	–	Appenzell	2015
BDP	2011	–	Appenzell	2015
PdA/Sol.	2011	–	Appenzell	2015
GPS	2011	–	Appenzell	2015
Small right-wing parties	2011	–	Appenzell	2015
under the Swiss Criminal Code	2013	23.5	Appenzell	2015
under the Narcotics Act (NarcA)	2013	2.7	Appenzell	2015
under the Foreign Nationals Act (FNA)	2013	0.4	Appenzell	2015
Residents	2013	278,656	Basel-Landschaft	2015
Change in %	2010-2013	1.5	Basel-Landschaft	2015
Population density per km²	2013	538.4	Basel-Landschaft	2015
0-19 years	2013	19.4	Basel-Landschaft	2015
20-64 years	2013	59.9	Basel-Landschaft	2015
65 years or over	2013	20.7	Basel-Landschaft	2015
Urban population in %	2013	91.8	Basel-Landschaft	2015
Foreign nationals in %	2013	20.7	Basel-Landschaft	2015
Crude marriage rate	2013	4.5	Basel-Landschaft	2015
Crude divorce rate	2013	2.0	Basel-Landschaft	2015
Crude birth rate	2013	8.6	Basel-Landschaft	2015
Crude mortality rate	2013	8.6	Basel-Landschaft	2015
Private households	2013	122,474	Basel-Landschaft	2015
Size of households in persons	2013	2.2	Basel-Landschaft	2015
German	2012	88.5	Basel-Landschaft	2015
French	2012	3.3	Basel-Landschaft	2015
Italian	2012	5.7	Basel-Landschaft	2015
Romansh	2012	–	Basel-Landschaft	2015
English	2012	4.2	Basel-Landschaft	2015
Roman Catholic	2012	28.2	Basel-Landschaft	2015
Protestant Reformed	2012	33.3	Basel-Landschaft	2015
No affiliation	2012	25.7	Basel-Landschaft	2015
Total surface area in km²	2004/09	517.5	Basel-Landschaft	2015
Settlement and urban area in %	2004/09	17.4	Basel-Landschaft	2015
Agricultural area in %	2004/09	40.5	Basel-Landschaft	2015
Wooded area in %	2004/09	41.3	Basel-Landschaft	2015
Unproductive area in %	2004/09	0.7	Basel-Landschaft	2015
Net activity rate (15-64 years)	2012	79.5	Basel-Landschaft	2015
Unemployment rate (according to SECO)	2014	2.69	Basel-Landschaft	2015
Gross domestic product per capita in Swiss francs	2011	70,271	Basel-Landschaft	2015
Change in %	2010-2011	1.7	Basel-Landschaft	2015
Employed total	2012	141,866	Basel-Landschaft	2015
Primary sector	2012	3,261	Basel-Landschaft	2015
Secondary sector	2012	38,649	Basel-Landschaft	2015
Tertiary sector	2012	99,956	Basel-Landschaft	2015
Business establishments total	2012	18,654	Basel-Landschaft	2015
Primary sector	2012	1,019	Basel-Landschaft	2015
Secondary sector	2012	3,063	Basel-Landschaft	2015
Tertiary sector	2012	14,572	Basel-Landschaft	2015
in %	2013	13.9	Basel-Landschaft	2015
Utilised agricultural area per farm in ha	2013	23.0	Basel-Landschaft	2015
Dwelling vacancy rate	2014	0.32	Basel-Landschaft	2015
Homeownership rate	2012	45.2	Basel-Landschaft	2015
Average per capita living space in m²	2012	47.0	Basel-Landschaft	2015
New housing units per 1000 residents	2012	2.9	Basel-Landschaft	2015
Arrivals in hotels and spas	2013	144,957	Basel-Landschaft	2015
Overnight stays in hotels and spas	2013	284,920	Basel-Landschaft	2015
Passenger cars per 1000 inhabitants	2013	514	Basel-Landschaft	2015
Public transportation	2012	34.4	Basel-Landschaft	2015
Private motorised transport	2012	42.8	Basel-Landschaft	2015
Social assistance rate	2013	2.6	Basel-Landschaft	2015
Physicians in private practice per 100,000 inhabitants	2013	232	Basel-Landschaft	2015
Hospital beds per 1000 inhabitants	2012	4.5	Basel-Landschaft	2015
Hospitalisation rate in intensive care (per 1000 inhabitants)	2012	94.2	Basel-Landschaft	2015
Average length of stay in intensive care (days)	2012	6.3	Basel-Landschaft	2015
Without post-compulsory education	2012	18.7	Basel-Landschaft	2015
Upper secondary education	2012	51.3	Basel-Landschaft	2015
Tertiary level	2012	28.6	Basel-Landschaft	2015
Graduation rate in higher education institutions	2013	28.3	Basel-Landschaft	2015
FDP/PLR	2011	11.5	Basel-Landschaft	2015
CVP	2011	8.2	Basel-Landschaft	2015
SP	2011	24.4	Basel-Landschaft	2015
SVP	2011	26.9	Basel-Landschaft	2015
EVP/CSP	2011	3.3	Basel-Landschaft	2015
GLP	2011	5.0	Basel-Landschaft	2015
BDP	2011	6.4	Basel-Landschaft	2015
PdA/Sol.	2011	–	Basel-Landschaft	2015
GPS	2011	13.6	Basel-Landschaft	2015
Small right-wing parties	2011	0.7	Basel-Landschaft	2015
under the Swiss Criminal Code	2013	56.1	Basel-Landschaft	2015
under the Narcotics Act (NarcA)	2013	3.6	Basel-Landschaft	2015
under the Foreign Nationals Act (FNA)	2013	1.0	Basel-Landschaft	2015
Residents	2013	189,335	Basel-Stadt	2015
